"","Month","New_date","Region","Price","New_region","Final_date","highlight_flag","Region_factor","label"
"844","Oct-22","01/10/2022","London",1789,"London",2022-10-01,TRUE,"London",NA
"845","Oct-22","01/10/2022","South.East",1150,"South East",2022-10-01,TRUE,"South East",NA
"846","Oct-22","01/10/2022","South.West",1006,"South West",2022-10-01,FALSE,"South West",NA
"847","Nov-22","01/11/2022","North.East",613,"North East",2022-11-01,FALSE,"North East",NA
"848","Nov-22","01/11/2022","North.West",740,"North West",2022-11-01,FALSE,"North West",NA
"849","Nov-22","01/11/2022","Yorkshire.and.the.Humber",706,"Yorkshire and the Humber",2022-11-01,FALSE,"Yorkshire and the Humber",NA
"850","Nov-22","01/11/2022","East.Midlands",735,"East Midlands",2022-11-01,FALSE,"East Midlands",NA
"851","Nov-22","01/11/2022","West.Midlands",770,"West Midlands",2022-11-01,FALSE,"West Midlands",NA
"852","Nov-22","01/11/2022","East",1038,"East",2022-11-01,TRUE,"East",NA
"853","Nov-22","01/11/2022","London",1804,"London",2022-11-01,TRUE,"London",NA
"854","Nov-22","01/11/2022","South.East",1156,"South East",2022-11-01,TRUE,"South East",NA
"855","Nov-22","01/11/2022","South.West",1010,"South West",2022-11-01,FALSE,"South West",NA
"856","Dec-22","01/12/2022","North.East",617,"North East",2022-12-01,FALSE,"North East",NA
"857","Dec-22","01/12/2022","North.West",743,"North West",2022-12-01,FALSE,"North West",NA
"858","Dec-22","01/12/2022","Yorkshire.and.the.Humber",710,"Yorkshire and the Humber",2022-12-01,FALSE,"Yorkshire and the Humber",NA
"859","Dec-22","01/12/2022","East.Midlands",737,"East Midlands",2022-12-01,FALSE,"East Midlands",NA
"860","Dec-22","01/12/2022","West.Midlands",775,"West Midlands",2022-12-01,FALSE,"West Midlands",NA
"861","Dec-22","01/12/2022","East",1043,"East",2022-12-01,TRUE,"East",NA
"862","Dec-22","01/12/2022","London",1817,"London",2022-12-01,TRUE,"London",NA
"863","Dec-22","01/12/2022","South.East",1163,"South East",2022-12-01,TRUE,"South East",NA
"864","Dec-22","01/12/2022","South.West",1016,"South West",2022-12-01,FALSE,"South West",NA
"865","Jan-23","01/01/2023","North.East",619,"North East",2023-01-01,FALSE,"North East",NA
"866","Jan-23","01/01/2023","North.West",747,"North West",2023-01-01,FALSE,"North West",NA
"867","Jan-23","01/01/2023","Yorkshire.and.the.Humber",715,"Yorkshire and the Humber",2023-01-01,FALSE,"Yorkshire and the Humber",NA
"868","Jan-23","01/01/2023","East.Midlands",739,"East Midlands",2023-01-01,FALSE,"East Midlands",NA
"869","Jan-23","01/01/2023","West.Midlands",777,"West Midlands",2023-01-01,FALSE,"West Midlands",NA
"870","Jan-23","01/01/2023","East",1048,"East",2023-01-01,TRUE,"East",NA
"871","Jan-23","01/01/2023","London",1829,"London",2023-01-01,TRUE,"London",NA
"872","Jan-23","01/01/2023","South.East",1169,"South East",2023-01-01,TRUE,"South East",NA
"873","Jan-23","01/01/2023","South.West",1024,"South West",2023-01-01,FALSE,"South West",NA
"874","Feb-23","01/02/2023","North.East",622,"North East",2023-02-01,FALSE,"North East",NA
"875","Feb-23","01/02/2023","North.West",751,"North West",2023-02-01,FALSE,"North West",NA
"876","Feb-23","01/02/2023","Yorkshire.and.the.Humber",718,"Yorkshire and the Humber",2023-02-01,FALSE,"Yorkshire and the Humber",NA
"877","Feb-23","01/02/2023","East.Midlands",740,"East Midlands",2023-02-01,FALSE,"East Midlands",NA
"878","Feb-23","01/02/2023","West.Midlands",781,"West Midlands",2023-02-01,FALSE,"West Midlands",NA
"879","Feb-23","01/02/2023","East",1052,"East",2023-02-01,TRUE,"East",NA
"880","Feb-23","01/02/2023","London",1839,"London",2023-02-01,TRUE,"London",NA
"881","Feb-23","01/02/2023","South.East",1176,"South East",2023-02-01,TRUE,"South East",NA
"882","Feb-23","01/02/2023","South.West",1029,"South West",2023-02-01,FALSE,"South West",NA
"883","Mar-23","01/03/2023","North.East",624,"North East",2023-03-01,FALSE,"North East",NA
"884","Mar-23","01/03/2023","North.West",755,"North West",2023-03-01,FALSE,"North West",NA
"885","Mar-23","01/03/2023","Yorkshire.and.the.Humber",723,"Yorkshire and the Humber",2023-03-01,FALSE,"Yorkshire and the Humber",NA
"886","Mar-23","01/03/2023","East.Midlands",744,"East Midlands",2023-03-01,FALSE,"East Midlands",NA
"887","Mar-23","01/03/2023","West.Midlands",786,"West Midlands",2023-03-01,FALSE,"West Midlands",NA
"888","Mar-23","01/03/2023","East",1057,"East",2023-03-01,TRUE,"East",NA
"889","Mar-23","01/03/2023","London",1848,"London",2023-03-01,TRUE,"London",NA
"890","Mar-23","01/03/2023","South.East",1182,"South East",2023-03-01,TRUE,"South East",NA
"891","Mar-23","01/03/2023","South.West",1035,"South West",2023-03-01,FALSE,"South West",NA
"892","Apr-23","01/04/2023","North.East",629,"North East",2023-04-01,FALSE,"North East",NA
"893","Apr-23","01/04/2023","North.West",762,"North West",2023-04-01,FALSE,"North West",NA
"894","Apr-23","01/04/2023","Yorkshire.and.the.Humber",730,"Yorkshire and the Humber",2023-04-01,FALSE,"Yorkshire and the Humber",NA
"895","Apr-23","01/04/2023","East.Midlands",748,"East Midlands",2023-04-01,FALSE,"East Midlands",NA
"896","Apr-23","01/04/2023","West.Midlands",794,"West Midlands",2023-04-01,FALSE,"West Midlands",NA
"897","Apr-23","01/04/2023","East",1062,"East",2023-04-01,TRUE,"East",NA
"898","Apr-23","01/04/2023","London",1869,"London",2023-04-01,TRUE,"London",NA
"899","Apr-23","01/04/2023","South.East",1188,"South East",2023-04-01,TRUE,"South East",NA
"900","Apr-23","01/04/2023","South.West",1038,"South West",2023-04-01,FALSE,"South West",NA
"901","May-23","01/05/2023","North.East",629,"North East",2023-05-01,FALSE,"North East",NA
"902","May-23","01/05/2023","North.West",766,"North West",2023-05-01,FALSE,"North West",NA
"903","May-23","01/05/2023","Yorkshire.and.the.Humber",734,"Yorkshire and the Humber",2023-05-01,FALSE,"Yorkshire and the Humber",NA
"904","May-23","01/05/2023","East.Midlands",752,"East Midlands",2023-05-01,FALSE,"East Midlands",NA
"905","May-23","01/05/2023","West.Midlands",803,"West Midlands",2023-05-01,FALSE,"West Midlands",NA
"906","May-23","01/05/2023","East",1067,"East",2023-05-01,TRUE,"East",NA
"907","May-23","01/05/2023","London",1894,"London",2023-05-01,TRUE,"London",NA
"908","May-23","01/05/2023","South.East",1195,"South East",2023-05-01,TRUE,"South East",NA
"909","May-23","01/05/2023","South.West",1044,"South West",2023-05-01,FALSE,"South West",NA
"910","Jun-23","01/06/2023","North.East",632,"North East",2023-06-01,FALSE,"North East",NA
"911","Jun-23","01/06/2023","North.West",772,"North West",2023-06-01,FALSE,"North West",NA
"912","Jun-23","01/06/2023","Yorkshire.and.the.Humber",737,"Yorkshire and the Humber",2023-06-01,FALSE,"Yorkshire and the Humber",NA
"913","Jun-23","01/06/2023","East.Midlands",756,"East Midlands",2023-06-01,FALSE,"East Midlands",NA
"914","Jun-23","01/06/2023","West.Midlands",808,"West Midlands",2023-06-01,FALSE,"West Midlands",NA
"915","Jun-23","01/06/2023","East",1072,"East",2023-06-01,TRUE,"East",NA
"916","Jun-23","01/06/2023","London",1912,"London",2023-06-01,TRUE,"London",NA
"917","Jun-23","01/06/2023","South.East",1202,"South East",2023-06-01,TRUE,"South East",NA
"918","Jun-23","01/06/2023","South.West",1052,"South West",2023-06-01,FALSE,"South West",NA
"919","Jul-23","01/07/2023","North.East",637,"North East",2023-07-01,FALSE,"North East",NA
"920","Jul-23","01/07/2023","North.West",777,"North West",2023-07-01,FALSE,"North West",NA
"921","Jul-23","01/07/2023","Yorkshire.and.the.Humber",742,"Yorkshire and the Humber",2023-07-01,FALSE,"Yorkshire and the Humber",NA
"922","Jul-23","01/07/2023","East.Midlands",760,"East Midlands",2023-07-01,FALSE,"East Midlands",NA
"923","Jul-23","01/07/2023","West.Midlands",811,"West Midlands",2023-07-01,FALSE,"West Midlands",NA
"924","Jul-23","01/07/2023","East",1079,"East",2023-07-01,TRUE,"East",NA
"925","Jul-23","01/07/2023","London",1928,"London",2023-07-01,TRUE,"London",NA
"926","Jul-23","01/07/2023","South.East",1212,"South East",2023-07-01,TRUE,"South East",NA
"927","Jul-23","01/07/2023","South.West",1056,"South West",2023-07-01,FALSE,"South West",NA
"928","Aug-23","01/08/2023","North.East",639,"North East",2023-08-01,FALSE,"North East",NA
"929","Aug-23","01/08/2023","North.West",783,"North West",2023-08-01,FALSE,"North West",NA
"930","Aug-23","01/08/2023","Yorkshire.and.the.Humber",745,"Yorkshire and the Humber",2023-08-01,FALSE,"Yorkshire and the Humber",NA
"931","Aug-23","01/08/2023","East.Midlands",766,"East Midlands",2023-08-01,FALSE,"East Midlands",NA
"932","Aug-23","01/08/2023","West.Midlands",817,"West Midlands",2023-08-01,FALSE,"West Midlands",NA
"933","Aug-23","01/08/2023","East",1085,"East",2023-08-01,TRUE,"East",NA
"934","Aug-23","01/08/2023","London",1942,"London",2023-08-01,TRUE,"London",NA
"935","Aug-23","01/08/2023","South.East",1220,"South East",2023-08-01,TRUE,"South East",NA
"936","Aug-23","01/08/2023","South.West",1064,"South West",2023-08-01,FALSE,"South West",NA
"937","Sep-23","01/09/2023","North.East",641,"North East",2023-09-01,FALSE,"North East",NA
"938","Sep-23","01/09/2023","North.West",788,"North West",2023-09-01,FALSE,"North West",NA
"939","Sep-23","01/09/2023","Yorkshire.and.the.Humber",751,"Yorkshire and the Humber",2023-09-01,FALSE,"Yorkshire and the Humber",NA
"940","Sep-23","01/09/2023","East.Midlands",772,"East Midlands",2023-09-01,FALSE,"East Midlands",NA
"941","Sep-23","01/09/2023","West.Midlands",823,"West Midlands",2023-09-01,FALSE,"West Midlands",NA
"942","Sep-23","01/09/2023","East",1091,"East",2023-09-01,TRUE,"East",NA
"943","Sep-23","01/09/2023","London",1955,"London",2023-09-01,TRUE,"London",NA
"944","Sep-23","01/09/2023","South.East",1227,"South East",2023-09-01,TRUE,"South East",NA
"945","Sep-23","01/09/2023","South.West",1071,"South West",2023-09-01,FALSE,"South West",NA
"946","Oct-23","01/10/2023","North.East",644,"North East",2023-10-01,FALSE,"North East","North East"
"947","Oct-23","01/10/2023","North.West",793,"North West",2023-10-01,FALSE,"North West","North West"
"948","Oct-23","01/10/2023","Yorkshire.and.the.Humber",757,"Yorkshire and the Humber",2023-10-01,FALSE,"Yorkshire and the Humber","Yorkshire and the Humber"
"949","Oct-23","01/10/2023","East.Midlands",777,"East Midlands",2023-10-01,FALSE,"East Midlands","East Midlands"
"950","Oct-23","01/10/2023","West.Midlands",829,"West Midlands",2023-10-01,FALSE,"West Midlands","West Midlands"
"951","Oct-23","01/10/2023","East",1098,"East",2023-10-01,TRUE,"East","East"
"952","Oct-23","01/10/2023","London",1968,"London",2023-10-01,TRUE,"London","London"
"953","Oct-23","01/10/2023","South.East",1234,"South East",2023-10-01,TRUE,"South East","South East"
"954","Oct-23","01/10/2023","South.West",1078,"South West",2023-10-01,FALSE,"South West","South West"
