"","Year","age_mother","SUM_births","SUM_pop","EandW_ASFR","EandW_ASFR_perK"
"457","2013","35",23713,279046,0.0849788206962293,84.9788206962293
"458","2013","36",19865,276234,0.0719136673979307,71.9136673979307
"459","2013","37",16807,285875,0.0587914298207258,58.7914298207258
"460","2013","38",13577,295305,0.0459761941044005,45.9761941044005
"461","2013","39",10836,304321,0.0356071385149234,35.6071385149234
"462","2013","42",22819,1715016,0.0133054152264469,13.3054152264469
"463","2014","17",23515,1432749,0.0164125049118862,16.4125049118862
"464","2014","20",14023,318966,0.0439639334599926,43.9639334599926
"465","2014","21",16487,322034,0.0511964575169082,51.1964575169082
"466","2014","22",19734,327689,0.0602217346325327,60.2217346325327
"467","2014","23",22948,331561,0.0692120002050905,69.2120002050905
"468","2014","24",25619,322219,0.0795080364596749,79.5080364596749
"469","2014","25",28586,316570,0.0902991439492055,90.2991439492055
"470","2014","26",31503,317644,0.0991770661495259,99.1770661495259
"471","2014","27",33422,311422,0.107320613187251,107.320613187251
"472","2014","28",34608,310510,0.11145534765386,111.45534765386
"473","2014","29",36540,312179,0.117048231943853,117.048231943853
"474","2014","30",35790,306150,0.116903478686918,116.903478686918
"475","2014","31",36785,309222,0.118959841149724,118.959841149724
"476","2014","32",35187,309810,0.113576062748136,113.576062748136
"477","2014","33",33180,314289,0.10557162356939,105.57162356939
"478","2014","34",30701,316636,0.0969599161181925,96.9599161181925
"479","2014","35",25919,302199,0.0857679873196139,85.7679873196139
"480","2014","36",20636,281744,0.0732437957862457,73.2437957862457
"481","2014","37",16766,278217,0.0602623132303202,60.2623132303202
"482","2014","38",13456,287998,0.046722546684352,46.722546684352
"483","2014","39",10720,297223,0.0360671953381804,36.0671953381804
"484","2014","42",21515,1670732,0.0128775889849479,12.8775889849479
"485","2015","17",21550,1413233,0.0152487240249838,15.2487240249838
"486","2015","20",13095,308709,0.0424185883793475,42.4185883793475
"487","2015","21",15910,322480,0.0493363929546018,49.3363929546018
"488","2015","22",18594,323332,0.0575074536389841,57.5074536389841
"489","2015","23",21683,331093,0.0654891525945882,65.4891525945882
"490","2015","24",25311,331118,0.0764410270658798,76.4410270658798
"491","2015","25",28362,321938,0.0880977082543844,88.0977082543844
"492","2015","26",31176,318979,0.0977368416102627,97.7368416102627
"493","2015","27",33979,322312,0.105422696021247,105.422696021246
"494","2015","28",35829,317100,0.112989593188269,112.989593188269
"495","2015","29",37074,315335,0.11757020311732,117.57020311732
"496","2015","30",36535,316857,0.115304380209369,115.304380209369
"497","2015","31",37001,310422,0.119195804421078,119.195804421078
"498","2015","32",35541,313513,0.113363720164714,113.363720164714
"499","2015","33",33102,313493,0.105590874437388,105.590874437388
"500","2015","34",30734,317692,0.0967414980547197,96.7414980547197
"501","2015","35",27661,319844,0.086482785357862,86.482785357862
"502","2015","36",22355,305554,0.0731621906438796,73.1621906438796
"503","2015","37",17386,284320,0.0611494091164885,61.1494091164885
"504","2015","38",13349,280697,0.0475566179902172,47.5566179902172
"505","2015","39",10494,290235,0.0361569073337123,36.1569073337123
"506","2015","42",21344,1630345,0.0130917075833643,13.0917075833643
"507","2016","17",20162,1393182,0.0144719067573368,14.4719067573368
"508","2016","20",12345,305790,0.0403708427352104,40.3708427352104
"509","2016","21",14927,312360,0.0477878089384044,47.7878089384044
"510","2016","22",17955,324382,0.0553514066748463,55.3514066748463
"511","2016","23",20523,325413,0.0630675480082234,63.0675480082234
"512","2016","24",24041,330165,0.0728151075977163,72.8151075977163
"513","2016","25",27617,329954,0.0836995459973208,83.6995459973208
"514","2016","26",30801,324405,0.0949461321496278,94.9461321496278
"515","2016","27",33470,323028,0.103613309062991,103.613309062991
"516","2016","28",36350,328042,0.110808981776724,110.808981776724
"517","2016","29",37409,322539,0.115982873388955,115.982873388955
"518","2016","30",36991,320749,0.115326937886011,115.326937886011
"519","2016","31",37975,321807,0.118005512620919,118.005512620919
"520","2016","32",35883,314925,0.113941414622529,113.941414622529
"521","2016","33",33413,317367,0.105281897613804,105.281897613804
"522","2016","34",30872,317004,0.0973867837629809,97.3867837629809
"523","2016","35",27906,321154,0.0868928925063988,86.8928925063988
"524","2016","36",23776,323371,0.0735254552820135,73.5254552820135
"525","2016","37",18521,308666,0.0600033693377308,60.0033693377308
"526","2016","38",14070,287412,0.0489541146507453,48.9541146507453
"527","2016","39",10701,283050,0.0378060413354531,37.8060413354531
"528","2016","42",21581,1573159,0.0137182573408028,13.7182573408028
"529","2017","17",18209,1364798,0.0133419011458106,13.3419011458106
"530","2017","20",12107,308220,0.0392803841411978,39.2803841411978
"531","2017","21",14016,306749,0.0456920804957799,45.6920804957799
"532","2017","22",17041,312469,0.0545366100317151,54.5366100317151
"533","2017","23",19507,324547,0.0601053160251058,60.1053160251058
"534","2017","24",22443,322283,0.0696375545716032,69.6375545716032
"535","2017","25",26290,327240,0.080338589414497,80.338589414497
"536","2017","26",29571,330537,0.0894635093801904,89.4635093801904
"537","2017","27",32857,327066,0.100459846024961,100.459846024961
"538","2017","28",34948,326725,0.106964572652843,106.964572652843
"539","2017","29",37142,332568,0.111682422842847,111.682422842847
"540","2017","30",36891,327315,0.112707941890839,112.707941890839
"541","2017","31",37171,325236,0.114289316065872,114.289316065872
"542","2017","32",35937,326111,0.110198674684387,110.198674684387
"543","2017","33",32710,318493,0.102702414181787,102.702414181787
"544","2017","34",30128,320652,0.0939585594351509,93.9585594351509
"545","2017","35",26798,319794,0.0837976947660056,83.7976947660056
"546","2017","36",23192,324196,0.0715369714617083,71.5369714617083
"547","2017","37",19190,326242,0.0588213657346387,58.8213657346387
"548","2017","38",14629,311477,0.0469665496970884,46.9665496970884
"549","2017","39",10755,289534,0.0371458965095636,37.1458965095636
"550","2017","42",21130,1521883,0.0138841159274399,13.8841159274399
"551","2018","17",17030,1354038,0.0125771950270229,12.5771950270229
"552","2018","20",10995,300608,0.0365758728975942,36.5758728975942
"553","2018","21",13462,309553,0.0434885140832103,43.4885140832103
"554","2018","22",15801,305818,0.0516679855338796,51.6679855338796
"555","2018","23",18196,312870,0.0581583405248186,58.1583405248186
"556","2018","24",21137,321253,0.0657954945167827,65.7954945167827
"557","2018","25",24669,318096,0.0775520597555455,77.5520597555455
"558","2018","26",28000,327273,0.0855554842593187,85.5554842593187
"559","2018","27",31502,332591,0.094716934613384,94.716934613384
"560","2018","28",34065,330833,0.102967358153509,102.967358153509
"561","2018","29",35699,330608,0.107979843197987,107.979843197987
"562","2018","30",36577,337366,0.108419342790916,108.419342790916
"563","2018","31",37196,332030,0.112026021745023,112.026021745023
"564","2018","32",35097,329671,0.106460683529943,106.460683529943
"565","2018","33",32496,330005,0.0984712352843139,98.4712352843139
"566","2018","34",29277,321818,0.0909737802111753,90.9737802111753
"567","2018","35",26337,323382,0.0814423808375234,81.4423808375234
"568","2018","36",22976,322562,0.0712297170776471,71.2297170776471
"569","2018","37",18905,326905,0.0578302564965357,57.8302564965357
"570","2018","38",14876,329050,0.0452089348123385,45.2089348123385
"571","2018","39",11252,314054,0.0358282333611417,35.8282333611417
"572","2018","42",20702,1493071,0.0138653821553027,13.8653821553027
"573","2019","17",15872,1357858,0.0116889984077864,11.6889984077864
"574","2019","20",10511,298642,0.0351959871685831,35.1959871685831
"575","2019","21",12536,300367,0.0417356101036399,41.7356101036399
"576","2019","22",15323,307217,0.0498767971824476,49.8767971824476
"577","2019","23",17084,303746,0.0562443620656733,56.2443620656733
"578","2019","24",20081,307962,0.0652060968561056,65.2060968561056
"579","2019","25",23105,315726,0.0731805426224004,73.1805426224004
"580","2019","26",26502,316051,0.0838535552806351,83.8535552806351
"581","2019","27",30218,327930,0.0921477144512548,92.1477144512548
"582","2019","28",33158,334500,0.0991270553064275,99.1270553064275
"583","2019","29",35662,334046,0.106757751926381,106.757751926381
"584","2019","30",35364,334115,0.105843796297682,105.843796297682
"585","2019","31",36998,341602,0.108307328411426,108.307328411426
"586","2019","32",34726,336385,0.103232902775094,103.232902775094
"587","2019","33",32018,333248,0.0960785961206069,96.0785961206069
"588","2019","34",29540,333258,0.0886400326473783,88.6400326473783
"589","2019","35",25818,324566,0.0795462248048163,79.5462248048163
"590","2019","36",22005,326178,0.0674631642845318,67.4631642845318
"591","2019","37",18105,324907,0.0557236378409822,55.7236378409822
"592","2019","38",14830,329430,0.045017150836293,45.017150836293
"593","2019","39",11671,331326,0.0352251257070076,35.2251257070076
"594","2019","42",21173,1503304,0.014084310292529,14.084310292529
"595","2020","17",14363,1378316,0.0104206872734554,10.4206872734554
"596","2020","20",9514,291086,0.0326844987392042,32.6844987392042
"597","2020","21",11613,299748,0.0387425437367389,38.7425437367389
"598","2020","22",13558,299445,0.0452770959608609,45.2770959608609
"599","2020","23",16268,307118,0.0529698682591056,52.9698682591056
"600","2020","24",18440,300069,0.0614525325841723,61.4525325841723
"601","2020","25",21603,304057,0.0710491782790727,71.0491782790727
"602","2020","26",24968,314903,0.0792879077049123,79.2879077049123
"603","2020","27",28276,316745,0.0892705488642283,89.2705488642283
"604","2020","28",31799,330148,0.0963174091619516,96.3174091619516
"605","2020","29",34384,336855,0.102073592495287,102.073592495287
"606","2020","30",35068,337637,0.103863024490799,103.863024490799
"607","2020","31",35784,337818,0.105926860025221,105.926860025221
"608","2020","32",34757,346023,0.100447080107392,100.447080107392
"609","2020","33",31793,340145,0.0934689617663055,93.4689617663056
"610","2020","34",28659,336653,0.085129198313991,85.129198313991
"611","2020","35",25411,336198,0.0755834359514334,75.5834359514334
"612","2020","36",21514,327226,0.0657466093770055,65.7466093770055
"613","2020","37",17641,328498,0.0537020012298401,53.7020012298401
"614","2020","38",14208,327181,0.0434255045372439,43.4255045372439
"615","2020","39",11285,331684,0.0340233475235465,34.0233475235465
"616","2020","42",21166,1537333,0.013767999516045,13.767999516045
"617","2021","17",12422,1411381,0.00880130878905129,8.80130878905129
"618","2021","20",8570,291061,0.0294439997114007,29.4439997114007
"619","2021","21",10460,292071,0.0358132098017263,35.8132098017263
"620","2021","22",13123,299155,0.043866891745082,43.866891745082
"621","2021","23",15384,298282,0.0515753548655299,51.5753548655299
"622","2021","24",18299,303472,0.0602988084567934,60.2988084567934
"623","2021","25",21093,295882,0.0712885542209394,71.2885542209394
"624","2021","26",24530,303414,0.0808466319945685,80.8466319945685
"625","2021","27",28516,316309,0.0901523510238406,90.1523510238406
"626","2021","28",31440,319641,0.0983603480154298,98.3603480154298
"627","2021","29",34952,333851,0.104693411132511,104.693411132511
"628","2021","30",36742,341416,0.107616514750334,107.616514750334
"629","2021","31",38346,342878,0.111835696661786,111.835696661786
"630","2021","32",36250,343078,0.105661103305954,105.661103305954
"631","2021","33",34797,351073,0.0991161382390557,99.1161382390557
"632","2021","34",31118,344986,0.0902007617700428,90.2007617700428
"633","2021","35",27286,340923,0.0800356678780839,80.0356678780839
"634","2021","36",23141,340449,0.0679720016801342,67.9720016801342
"635","2021","37",18503,330477,0.0559887677508571,55.9887677508571
"636","2021","38",14819,331686,0.0446777976761154,44.6777976761154
"637","2021","39",11776,329826,0.0357036740584429,35.7036740584429
"638","2021","42",22163,1581158,0.0140169420133851,14.0169420133851
